Images\1367.jpg,0.000000
Images\1185.jpg,1.391347
Images\2252.jpg,1.688298
Images\2166.jpg,1.705444
Images\1904.jpg,1.716100
Images\1144.jpg,1.731793
Images\2259.jpg,1.771928
Images\2142.jpg,1.959751
Images\1899.jpg,1.960080
Images\1371.jpg,2.033896
Images\1335.jpg,2.098558
Images\1384.jpg,2.127881
Images\2353.jpg,2.155151
Images\140.jpg,2.174805
Images\2356.jpg,2.222889
Images\179.jpg,2.308891
Images\198.jpg,2.330031
Images\2378.jpg,2.415122
Images\1069.jpg,2.499771
Images\2068.jpg,2.507393
